customerid,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,cluster
48415,59,Female,47,2,10,24,Premium,Monthly,953,17,1,2
48416,30,Female,27,28,6,24,Standard,Annual,706,3,1,1
48417,29,Male,47,6,5,28,Basic,Monthly,844,30,1,0
48418,62,Female,35,4,6,11,Standard,Annual,645,11,1,1
48419,45,Male,56,2,7,25,Premium,Quarterly,321,28,1,2
48420,39,Female,41,10,9,19,Basic,Monthly,809,25,1,0
48421,39,Female,38,21,9,21,Standard,Annual,524,25,1,1
48422,18,Male,35,7,5,20,Standard,Annual,464,2,1,1
48423,19,Male,45,27,8,20,Standard,Annual,262,7,1,1
48424,46,Female,31,25,4,30,Basic,Quarterly,438,3,1,0
48425,53,Female,48,17,8,20,Basic,Monthly,946,18,1,0
48426,54,Male,50,25,7,24,Basic,Quarterly,856,9,1,0
48427,37,Female,29,26,7,16,Basic,Annual,564,30,1,1
48428,35,Male,38,7,7,21,Basic,Monthly,718,10,1,0
48429,46,Female,24,11,9,30,Premium,Annual,741,5,1,1
48430,29,Female,56,10,6,26,Standard,Annual,284,1,1,1
48431,30,Male,34,22,10,23,Standard,Monthly,988,2,1,0
48432,55,Female,49,30,5,16,Standard,Quarterly,774,7,1,2
48433,21,Female,19,6,6,23,Standard,Annual,296,7,1,1
48434,25,Male,52,5,6,27,Standard,Annual,521,5,1,1
48435,21,Female,55,13,4,25,Basic,Quarterly,221,21,1,0
48436,21,Female,1,1,4,29,Premium,Quarterly,267,28,1,2
48437,39,Male,34,12,9,30,Premium,Annual,431,13,1,1
48438,64,Male,48,23,5,23,Basic,Annual,543,13,1,1
48439,55,Male,42,26,5,16,Basic,Quarterly,981,21,1,0
48440,50,Female,45,21,6,28,Premium,Annual,186,5,1,1
48441,21,Female,5,12,7,30,Premium,Monthly,657,8,1,2
48442,64,Female,56,26,10,27,Premium,Annual,966,24,1,1
48443,39,Male,32,5,5,27,Standard,Quarterly,831,25,1,1
48444,36,Female,47,10,4,24,Basic,Monthly,480,2,1,0
48445,42,Male,50,17,6,24,Standard,Monthly,144,15,1,0
48446,18,Female,39,18,8,24,Premium,Monthly,649,6,1,2
48447,46,Female,20,22,0,30,Premium,Monthly,625,17,1,2
48448,33,Female,34,18,6,27,Premium,Annual,110,1,1,1
48449,32,Female,50,2,5,25,Basic,Quarterly,455,11,1,0
48450,52,Female,44,14,1,29,Premium,Quarterly,188,27,1,2
48451,51,Female,53,21,10,30,Premium,Quarterly,505,8,1,2
48452,18,Female,39,15,3,21,Premium,Annual,448,19,1,1
48453,28,Female,30,12,10,19,Basic,Monthly,402,15,1,0
48454,63,Female,14,21,0,21,Premium,Quarterly,348,21,1,2
48455,35,Female,47,7,2,28,Standard,Monthly,865,1,1,2
48456,55,Female,10,1,8,19,Premium,Monthly,197,6,1,2
48457,58,Male,39,30,8,20,Premium,Annual,370,11,1,1
48458,37,Female,57,21,5,22,Standard,Annual,166,14,1,1
48459,47,Female,48,23,7,22,Premium,Annual,300,30,1,1
48460,40,Female,36,15,9,21,Basic,Quarterly,385,17,1,0
48461,18,Female,35,2,4,11,Basic,Annual,134,23,1,1
48462,19,Female,24,10,4,28,Basic,Annual,317,28,1,1
48463,26,Female,3,14,7,23,Standard,Annual,181,23,1,1
48464,58,Female,37,13,6,29,Basic,Monthly,433,9,1,0
48465,23,Female,28,30,8,26,Basic,Quarterly,189,10,1,0
48466,18,Female,52,10,3,30,Premium,Quarterly,236,16,1,2
48467,45,Female,35,3,9,24,Standard,Quarterly,146,29,1,2
48468,32,Male,56,11,8,22,Premium,Monthly,905,26,1,2
48469,36,Female,49,5,8,16,Premium,Annual,542,8,1,1
48470,39,Female,23,24,9,28,Premium,Monthly,942,11,1,2
48471,65,Female,42,25,5,20,Standard,Quarterly,319,8,1,2
48472,65,Male,60,6,9,30,Basic,Annual,104,21,1,1
48473,35,Female,6,26,10,26,Basic,Monthly,526,23,1,0
48474,20,Female,36,9,7,25,Basic,Annual,623,6,1,1
48475,21,Female,40,10,2,29,Premium,Quarterly,199,1,1,2
48476,37,Female,43,4,7,29,Premium,Annual,408,11,1,1
48477,58,Female,31,23,7,24,Basic,Annual,773,24,1,1
48478,51,Male,40,18,9,16,Standard,Quarterly,125,30,1,1
48479,23,Female,6,5,6,28,Premium,Quarterly,369,4,1,2
48480,60,Male,57,20,9,17,Basic,Monthly,510,29,1,0
48481,32,Female,25,18,10,25,Basic,Monthly,911,4,1,0
48482,28,Female,32,10,7,30,Basic,Annual,745,16,1,1
48483,32,Male,53,28,7,29,Standard,Annual,643,1,1,1
48484,59,Female,21,23,3,23,Standard,Monthly,310,16,1,2
48485,62,Female,16,2,3,21,Premium,Monthly,191,3,1,2
48486,19,Female,57,21,5,17,Premium,Annual,756,25,1,1
48487,54,Female,24,28,6,18,Basic,Annual,644,7,1,1
48488,63,Female,44,3,9,17,Premium,Quarterly,900,25,1,2
48489,37,Male,37,28,9,17,Standard,Annual,248,9,1,1
48490,25,Male,33,1,10,18,Standard,Annual,773,2,1,1
48491,48,Female,55,18,7,26,Premium,Monthly,591,11,1,2
48492,23,Male,57,29,5,20,Basic,Monthly,781,23,1,0
48493,24,Female,7,28,7,28,Basic,Monthly,718,5,1,0
48494,43,Female,48,22,1,28,Premium,Annual,281,3,1,1
48495,61,Female,24,2,8,21,Premium,Monthly,957,14,1,2
48496,45,Female,41,10,8,20,Premium,Monthly,363,30,1,2
48497,41,Female,18,7,0,29,Basic,Quarterly,200,5,1,0
48498,50,Male,39,2,9,18,Standard,Annual,949,5,1,1
48499,47,Male,45,13,10,16,Standard,Quarterly,526,22,1,1
48500,43,Female,40,22,0,25,Basic,Annual,410,12,1,1
48501,61,Male,41,24,8,27,Basic,Quarterly,757,3,1,0
48502,59,Male,54,28,6,19,Premium,Quarterly,930,22,1,2
48503,21,Male,53,20,10,25,Premium,Annual,859,13,1,1
48504,38,Female,34,17,0,28,Standard,Quarterly,430,14,1,2
48505,35,Male,43,16,7,24,Premium,Annual,480,13,1,1
48506,21,Female,25,8,9,29,Standard,Quarterly,318,22,1,2
48507,25,Male,26,1,5,16,Premium,Quarterly,691,13,1,2
48508,21,Female,3,25,6,22,Standard,Monthly,626,23,1,2
48509,58,Male,48,1,10,23,Basic,Monthly,972,26,1,0
48510,32,Female,57,10,5,20,Basic,Annual,656,3,1,1
48511,34,Female,50,12,8,30,Basic,Annual,421,29,1,1
48512,61,Male,53,19,7,30,Premium,Annual,584,28,1,1
48513,53,Female,28,16,10,27,Premium,Monthly,149,11,1,2
48514,24,Female,41,25,5,21,Standard,Monthly,160,3,1,2
48515,63,Female,38,1,7,8,Basic,Quarterly,510,6,1,0
48516,62,Male,21,5,8,1,Premium,Annual,674,4,1,1
48517,58,Male,53,12,6,25,Standard,Monthly,300,22,1,0
48518,65,Female,35,2,5,11,Premium,Annual,475,25,1,1
48519,63,Male,45,21,7,26,Premium,Monthly,889,27,1,2
48520,64,Female,37,2,2,30,Premium,Quarterly,440,30,1,2
48521,53,Male,56,25,6,16,Premium,Monthly,822,28,1,2
48522,33,Male,54,16,6,29,Premium,Monthly,476,9,1,2
48523,62,Female,34,5,7,3,Basic,Quarterly,409,7,1,0
48524,52,Male,58,2,9,13,Standard,Monthly,878,6,1,0
48525,22,Female,25,26,7,28,Standard,Quarterly,598,1,1,2
48526,56,Male,51,20,10,20,Standard,Monthly,906,16,1,0
48527,28,Female,6,16,3,27,Premium,Monthly,811,30,1,2
48528,52,Female,25,25,3,30,Basic,Monthly,599,16,1,0
48529,58,Female,12,7,7,27,Standard,Quarterly,188,16,1,2
48530,48,Female,30,8,8,22,Basic,Monthly,873,28,1,0
48531,34,Female,40,25,8,24,Basic,Quarterly,403,15,1,0
48532,56,Male,39,21,6,21,Basic,Quarterly,573,29,1,0
48533,39,Female,47,19,6,22,Standard,Annual,368,9,1,1
48534,33,Female,14,15,0,27,Basic,Annual,126,14,1,1
48535,52,Male,38,17,7,30,Standard,Quarterly,496,18,1,1
48536,25,Male,41,16,5,30,Standard,Annual,568,15,1,1
48537,33,Male,39,15,9,25,Basic,Monthly,934,14,1,0
48538,57,Female,57,5,10,2,Basic,Quarterly,174,30,1,0
48539,31,Female,42,30,6,30,Premium,Quarterly,623,26,1,2
48540,21,Female,8,3,2,21,Standard,Quarterly,326,26,1,2
48541,39,Female,60,10,7,21,Basic,Annual,399,28,1,1
48542,38,Female,47,23,6,29,Standard,Annual,179,30,1,1
48543,56,Female,41,1,8,18,Standard,Monthly,638,16,1,2
48544,61,Male,24,17,7,21,Basic,Monthly,461,20,1,0
48545,33,Female,60,12,2,21,Standard,Annual,289,16,1,1
48546,32,Female,58,8,7,27,Basic,Annual,795,19,1,1
48547,37,Male,51,12,7,29,Basic,Quarterly,575,20,1,0
48548,47,Female,32,22,7,27,Standard,Quarterly,912,1,1,2
48549,47,Male,55,1,9,19,Basic,Monthly,755,11,1,0
48550,22,Female,37,24,9,16,Standard,Monthly,228,1,1,2
48551,40,Female,41,1,10,29,Premium,Quarterly,508,10,1,2
48552,60,Male,59,4,10,27,Basic,Quarterly,158,23,1,0
48553,61,Female,44,25,7,25,Premium,Annual,942,27,1,1
48554,29,Male,56,7,5,26,Standard,Monthly,991,9,1,0
48555,20,Female,42,7,9,25,Basic,Annual,943,11,1,1
48556,48,Male,34,3,9,17,Standard,Annual,132,23,1,1
48557,65,Female,40,25,3,25,Standard,Quarterly,400,28,1,2
48558,18,Female,9,20,3,24,Premium,Monthly,523,16,1,2
48559,25,Female,12,2,0,24,Standard,Annual,250,5,1,1
48560,46,Female,16,9,5,25,Premium,Annual,143,29,1,1
48561,39,Male,51,20,8,30,Premium,Monthly,457,25,1,2
48562,56,Female,38,1,9,29,Standard,Annual,708,17,1,1
48563,33,Female,37,7,10,18,Standard,Quarterly,192,8,1,2
48564,18,Female,15,27,3,25,Standard,Monthly,309,1,1,2
48565,34,Female,33,19,0,28,Premium,Quarterly,311,8,1,2
48566,26,Female,1,25,4,26,Standard,Monthly,798,10,1,2
48567,19,Female,16,2,5,25,Premium,Monthly,931,8,1,2
48568,31,Female,55,5,1,24,Basic,Quarterly,431,19,1,0
48569,53,Male,13,5,9,28,Premium,Monthly,720,8,1,2
48570,30,Female,22,17,1,26,Standard,Annual,472,4,1,1
48571,43,Female,14,4,10,23,Basic,Monthly,848,4,1,0
48572,19,Female,16,20,7,27,Basic,Quarterly,265,8,1,0
48573,52,Male,51,23,6,28,Basic,Quarterly,219,22,1,0
48574,44,Female,55,21,0,25,Basic,Quarterly,232,28,1,0
48575,57,Female,23,15,5,22,Basic,Annual,301,21,1,1
48576,30,Male,39,28,6,24,Basic,Quarterly,685,28,1,0
48577,29,Male,53,10,7,17,Standard,Quarterly,299,18,1,1
48578,30,Female,52,22,10,19,Premium,Annual,882,10,1,1
48579,52,Female,31,20,6,16,Basic,Monthly,451,24,1,0
48580,52,Female,10,5,5,24,Standard,Monthly,342,1,1,2
48581,34,Male,24,10,7,25,Basic,Monthly,568,25,1,0
48582,61,Female,11,22,3,25,Standard,Monthly,698,19,1,2
48583,60,Female,33,3,9,27,Premium,Monthly,345,18,1,2
48584,65,Male,42,23,5,22,Basic,Annual,372,21,1,1
48585,53,Male,37,13,5,21,Basic,Annual,674,9,1,1
48586,62,Male,34,7,6,30,Premium,Monthly,506,5,1,2
48587,33,Male,41,10,10,19,Standard,Monthly,266,3,1,0
48588,59,Male,35,1,6,20,Basic,Annual,478,17,1,1
48589,37,Male,38,23,7,24,Basic,Monthly,146,17,1,0
48590,52,Female,28,26,8,24,Premium,Quarterly,631,24,1,2
48591,57,Male,25,15,7,30,Standard,Annual,157,29,1,1
48592,50,Male,45,24,9,29,Standard,Annual,719,6,1,1
48593,28,Male,57,3,7,30,Standard,Quarterly,685,15,1,1
48594,50,Female,60,6,6,28,Premium,Annual,103,3,1,1
48595,41,Male,38,16,7,27,Standard,Annual,635,17,1,1
48596,55,Male,3,2,3,16,Basic,Quarterly,504,17,1,0
48597,56,Female,13,4,4,18,Basic,Annual,823,9,1,1
48598,20,Male,24,18,9,20,Standard,Annual,944,5,1,1
48599,33,Male,25,3,9,17,Standard,Annual,835,21,1,1
48600,55,Female,32,20,2,24,Standard,Monthly,145,18,1,2
48601,27,Male,31,19,5,23,Premium,Annual,588,20,1,1
48602,33,Male,25,9,8,26,Standard,Monthly,405,15,1,0
48603,46,Male,41,24,6,20,Premium,Quarterly,232,18,1,2
48604,42,Male,44,6,7,25,Standard,Monthly,238,16,1,0
48605,49,Female,38,23,1,25,Basic,Monthly,258,18,1,0
48606,40,Female,33,28,7,25,Standard,Monthly,444,6,1,2
48607,27,Male,27,2,7,26,Standard,Monthly,267,3,1,0
48608,20,Male,53,4,10,17,Basic,Monthly,115,4,1,0
48609,53,Female,21,7,2,30,Basic,Annual,195,22,1,1
48610,40,Male,52,22,6,25,Basic,Quarterly,666,20,1,0
48611,21,Female,52,11,7,22,Basic,Monthly,626,4,1,0
48612,31,Female,36,21,5,23,Basic,Monthly,112,26,1,0
48613,39,Male,56,30,5,22,Basic,Annual,877,9,1,1
48614,54,Male,36,14,5,23,Basic,Quarterly,108,9,1,0
48615,63,Female,5,22,8,21,Basic,Quarterly,217,30,1,0
48616,60,Female,6,28,7,24,Premium,Quarterly,489,12,1,2
48617,61,Female,48,27,2,23,Premium,Quarterly,115,21,1,2
48618,20,Female,27,22,2,29,Premium,Quarterly,346,28,1,2
48619,23,Female,47,7,6,17,Basic,Annual,496,11,1,1
48620,59,Male,12,4,10,22,Standard,Annual,678,3,1,1
48621,55,Male,38,3,9,18,Standard,Quarterly,438,23,1,1
48622,52,Female,4,25,2,25,Standard,Monthly,564,4,1,2
48623,20,Female,33,2,10,1,Premium,Annual,222,7,1,1
48624,54,Male,25,4,4,22,Basic,Quarterly,164,23,1,0
48625,36,Male,41,3,5,28,Premium,Quarterly,290,27,1,2
48626,28,Male,31,7,7,26,Basic,Quarterly,849,3,1,0
48627,55,Female,21,21,8,25,Basic,Monthly,373,30,1,0
48628,56,Female,39,14,10,29,Basic,Quarterly,954,6,1,0
48629,19,Male,53,16,7,27,Standard,Quarterly,126,26,1,1
48630,35,Female,28,2,9,3,Premium,Annual,110,12,1,1
48631,44,Female,57,15,3,24,Standard,Quarterly,375,17,1,2
48632,31,Male,49,29,9,20,Standard,Quarterly,686,24,1,1
48633,24,Male,31,4,7,29,Basic,Monthly,629,29,1,0
48634,20,Female,41,19,9,29,Basic,Quarterly,894,14,1,0
48635,63,Female,27,22,8,30,Standard,Monthly,550,28,1,2
48636,46,Female,19,14,1,30,Basic,Quarterly,261,13,1,0
48637,49,Female,34,26,7,27,Standard,Annual,484,13,1,1
48638,61,Female,33,1,7,23,Standard,Quarterly,508,17,1,2
48639,53,Female,52,5,8,0,Standard,Monthly,860,20,1,2
48640,38,Female,8,5,10,29,Basic,Monthly,163,9,1,0
48641,42,Male,25,19,9,21,Standard,Quarterly,105,10,1,1
48642,43,Female,34,3,10,16,Basic,Monthly,860,28,1,0
48643,36,Male,42,15,7,27,Basic,Quarterly,791,4,1,0
48644,27,Female,17,15,2,29,Premium,Monthly,310,1,1,2
48645,27,Female,4,11,7,23,Standard,Monthly,992,12,1,2
48646,49,Female,54,25,6,18,Basic,Annual,805,11,1,1
48647,45,Female,32,26,5,22,Standard,Quarterly,759,22,1,2
48648,65,Male,25,30,5,18,Standard,Annual,393,26,1,1
48649,45,Female,60,4,10,16,Premium,Annual,440,2,1,1
48650,48,Female,27,19,8,19,Basic,Monthly,623,7,1,0
48651,32,Female,59,30,1,24,Premium,Monthly,815,12,1,2
48652,61,Male,31,13,8,22,Basic,Quarterly,857,3,1,0
48653,23,Female,26,17,6,22,Premium,Monthly,268,21,1,2
48654,27,Male,34,16,5,16,Premium,Monthly,136,3,1,2
48655,57,Female,60,3,8,11,Premium,Quarterly,582,5,1,2
48656,42,Female,51,13,7,16,Standard,Quarterly,666,12,1,2
48657,60,Male,24,27,5,17,Standard,Monthly,275,8,1,0
48658,29,Female,5,2,9,18,Basic,Annual,429,22,1,1
48659,44,Female,51,5,6,27,Premium,Annual,854,24,1,1
48660,60,Female,40,3,5,6,Premium,Monthly,409,23,1,2
48661,23,Female,7,19,4,21,Standard,Annual,128,27,1,1
48662,64,Male,47,4,5,15,Premium,Annual,765,2,1,1
48663,57,Male,37,5,5,28,Basic,Quarterly,405,15,1,0
48664,21,Male,26,10,6,24,Standard,Quarterly,737,11,1,1
48665,40,Male,37,8,5,17,Premium,Monthly,926,10,1,2
48666,28,Female,54,17,5,23,Basic,Monthly,351,30,1,0
48667,54,Male,52,18,9,28,Premium,Quarterly,695,4,1,2
48668,30,Female,11,18,1,26,Premium,Annual,391,23,1,1
48669,63,Female,38,4,9,10,Premium,Monthly,189,9,1,2
48670,64,Female,45,4,5,21,Premium,Annual,449,5,1,1
48671,58,Male,37,29,6,16,Premium,Monthly,536,15,1,2
48672,64,Male,56,22,10,29,Standard,Monthly,450,23,1,0
48673,34,Female,41,4,7,25,Standard,Annual,662,7,1,1
48674,35,Female,53,13,6,17,Standard,Annual,214,30,1,1
48675,58,Female,35,16,8,20,Standard,Annual,666,14,1,1
48676,52,Male,31,2,7,11,Basic,Monthly,583,8,1,0
48677,33,Male,48,10,10,25,Premium,Annual,987,5,1,1
48678,55,Female,43,1,4,16,Basic,Monthly,630,1,1,0
48679,48,Female,15,12,7,30,Basic,Monthly,386,11,1,0
48680,53,Female,53,28,10,19,Basic,Monthly,936,8,1,0
48681,58,Female,50,24,3,24,Standard,Monthly,431,29,1,2
48682,37,Female,4,29,10,23,Basic,Monthly,184,7,1,0
48683,47,Female,17,3,2,24,Premium,Monthly,254,28,1,2
48684,41,Female,14,10,9,25,Standard,Annual,420,9,1,1
48685,55,Female,18,2,0,15,Basic,Annual,294,23,1,1
48686,58,Male,46,2,8,14,Premium,Annual,901,27,1,1
48687,58,Female,50,27,0,21,Premium,Monthly,630,17,1,2
48688,23,Female,37,5,7,21,Standard,Annual,271,19,1,1
48689,19,Female,41,16,9,18,Basic,Annual,853,24,1,1
48690,59,Female,20,5,9,24,Basic,Monthly,260,20,1,0
48691,36,Male,35,22,6,18,Standard,Annual,541,10,1,1
48692,40,Female,56,6,9,17,Basic,Annual,169,18,1,1
48693,18,Female,55,30,6,23,Basic,Monthly,520,13,1,0
48694,36,Female,5,28,10,24,Basic,Quarterly,213,20,1,0
48695,35,Female,24,28,10,29,Premium,Monthly,267,21,1,2
48696,27,Female,51,2,10,27,Premium,Monthly,447,17,1,2
48697,26,Female,25,21,7,19,Premium,Monthly,296,25,1,2
48698,41,Female,43,21,2,29,Basic,Annual,210,16,1,1
48699,61,Female,5,27,5,21,Basic,Monthly,880,9,1,0
48700,27,Male,49,22,5,26,Premium,Annual,949,7,1,1
48701,25,Female,31,20,3,27,Premium,Monthly,129,19,1,2
48702,37,Female,46,9,1,24,Basic,Monthly,239,28,1,0
48703,20,Female,39,6,5,28,Premium,Annual,639,2,1,1
48704,33,Male,2,2,1,29,Basic,Monthly,363,2,1,0
48705,36,Male,46,12,10,23,Basic,Monthly,821,11,1,0
48706,55,Female,26,3,8,18,Premium,Quarterly,815,13,1,2
48707,38,Female,43,12,2,30,Standard,Annual,362,14,1,1
48708,23,Male,56,14,7,26,Premium,Annual,972,15,1,1
48709,44,Female,46,2,7,23,Premium,Quarterly,724,28,1,2
48710,19,Female,51,16,6,26,Standard,Annual,415,28,1,1
48711,20,Male,39,4,5,18,Standard,Monthly,894,24,1,0
48712,53,Male,16,3,4,23,Basic,Annual,758,12,1,1
48713,62,Male,48,4,4,30,Premium,Quarterly,649,9,1,2
48714,62,Female,54,9,8,24,Standard,Monthly,645,23,1,2
48715,47,Male,46,5,6,16,Standard,Monthly,781,25,1,0
48716,35,Female,28,29,4,21,Basic,Annual,340,25,1,1
48717,58,Female,28,3,7,4,Basic,Quarterly,290,10,1,0
48718,47,Female,49,13,10,24,Premium,Annual,961,4,1,1
48719,28,Female,40,1,3,23,Standard,Monthly,802,1,1,2
48720,35,Female,47,15,6,27,Standard,Monthly,222,4,1,2
48721,62,Male,52,12,5,16,Basic,Monthly,746,8,1,0
48722,64,Male,41,2,9,19,Basic,Quarterly,150,27,1,0
48723,42,Female,50,15,7,21,Standard,Monthly,531,3,1,2
48724,51,Female,13,3,7,21,Premium,Monthly,718,7,1,2
48725,59,Female,29,3,7,28,Premium,Monthly,135,5,1,2
48726,54,Female,59,29,5,25,Basic,Monthly,418,27,1,0
48727,23,Male,25,27,7,24,Standard,Annual,106,13,1,1
48728,56,Female,29,21,4,23,Standard,Monthly,123,28,1,2
48729,51,Female,51,6,7,26,Premium,Quarterly,341,7,1,2
48730,62,Female,47,5,4,26,Standard,Annual,933,6,1,1
48731,57,Female,52,2,8,13,Premium,Annual,635,30,1,1
48732,61,Male,27,3,9,14,Basic,Annual,729,23,1,1
48733,56,Male,50,2,7,23,Premium,Monthly,766,12,1,2
48734,20,Female,56,16,8,29,Basic,Annual,757,28,1,1
48735,26,Male,37,1,10,24,Premium,Monthly,163,30,1,2
48736,40,Female,43,17,0,26,Premium,Monthly,158,5,1,2
48737,48,Female,36,18,7,20,Premium,Quarterly,305,9,1,2
48738,38,Male,40,24,9,29,Basic,Quarterly,727,6,1,0
48739,24,Male,37,12,9,27,Standard,Monthly,772,17,1,0
48740,45,Male,54,19,8,30,Standard,Quarterly,405,16,1,1
48741,53,Male,25,5,8,14,Premium,Annual,835,27,1,1
48742,31,Female,12,4,0,24,Basic,Annual,222,3,1,1
48743,36,Female,24,9,6,16,Standard,Monthly,932,21,1,2
48744,51,Female,45,5,9,5,Basic,Monthly,353,12,1,0
48745,44,Male,52,8,7,19,Premium,Quarterly,357,15,1,2
48746,58,Female,31,27,5,28,Basic,Annual,148,23,1,1
48747,58,Male,16,5,8,30,Premium,Annual,327,7,1,1
48748,20,Male,53,18,9,17,Premium,Monthly,950,13,1,2
48749,40,Female,20,28,4,23,Premium,Monthly,694,23,1,2
48750,19,Female,16,8,0,24,Basic,Monthly,601,23,1,0
48751,27,Male,33,8,7,22,Basic,Annual,597,15,1,1
48752,34,Male,35,1,0,29,Basic,Annual,272,7,1,1
48753,35,Male,34,6,10,16,Premium,Annual,781,22,1,1
48754,65,Male,31,18,5,27,Standard,Quarterly,766,11,1,1
48755,32,Female,44,21,8,24,Premium,Annual,595,20,1,1
48756,65,Female,32,21,7,27,Basic,Quarterly,297,19,1,0
48757,27,Female,4,1,6,20,Basic,Annual,981,30,1,1
48758,43,Female,9,6,7,23,Standard,Annual,371,10,1,1
48759,36,Female,55,14,0,22,Standard,Monthly,117,14,1,2
48760,24,Male,56,20,10,25,Premium,Annual,116,19,1,1
48761,48,Female,59,5,10,26,Standard,Monthly,337,1,1,2
48762,23,Male,47,29,7,23,Premium,Monthly,497,25,1,2
48763,52,Male,49,7,8,28,Basic,Quarterly,689,30,1,0
48764,29,Female,21,18,6,30,Basic,Annual,404,6,1,1
48765,20,Female,27,12,8,29,Basic,Monthly,718,12,1,0
48766,45,Male,45,1,3,26,Basic,Annual,297,11,1,1
48767,40,Female,56,23,10,18,Basic,Quarterly,571,13,1,0
48768,44,Male,24,27,9,21,Premium,Monthly,153,11,1,2
48769,48,Female,37,27,9,30,Basic,Monthly,288,4,1,0
48770,64,Female,21,5,6,16,Premium,Monthly,177,27,1,2
48771,41,Female,32,23,9,28,Standard,Annual,492,19,1,1
48772,49,Female,38,20,9,26,Basic,Annual,294,19,1,1
48773,65,Female,21,15,9,22,Basic,Quarterly,187,2,1,0
48774,49,Male,56,20,5,23,Basic,Monthly,263,22,1,0
48775,46,Female,6,2,8,22,Premium,Annual,198,12,1,1
48776,29,Male,8,1,5,23,Standard,Annual,393,18,1,1
48777,18,Male,30,6,5,21,Standard,Annual,719,7,1,1
48778,19,Male,49,8,7,17,Premium,Monthly,821,30,1,2
48779,62,Male,51,5,8,6,Premium,Annual,179,24,1,1
48780,42,Female,38,11,10,25,Basic,Quarterly,987,28,1,0
48781,38,Male,39,1,8,22,Premium,Quarterly,409,13,1,2
48782,27,Male,38,15,9,29,Standard,Monthly,681,13,1,0
48783,64,Male,24,26,7,28,Standard,Quarterly,287,9,1,1
48784,26,Female,29,15,4,30,Basic,Annual,336,29,1,1
48785,21,Male,9,1,1,30,Standard,Annual,197,24,1,1
48786,28,Female,31,2,5,27,Basic,Monthly,140,15,1,0
48787,29,Female,29,4,10,19,Premium,Quarterly,379,23,1,2
48788,18,Male,39,2,8,26,Basic,Quarterly,141,5,1,0
48789,37,Male,53,15,8,17,Basic,Monthly,309,5,1,0
48790,57,Female,56,12,7,29,Premium,Annual,442,14,1,1
48791,22,Female,43,26,7,24,Basic,Annual,218,16,1,1
48792,39,Female,4,15,0,23,Basic,Annual,131,12,1,1
48793,42,Female,45,3,0,29,Standard,Quarterly,216,17,1,2
48794,47,Female,4,2,3,9,Premium,Annual,606,7,1,1
48795,28,Female,28,19,2,21,Basic,Quarterly,372,14,1,0
48796,53,Male,36,23,10,23,Basic,Monthly,832,29,1,0
48797,48,Male,33,13,7,24,Premium,Annual,621,18,1,1
48798,46,Male,38,4,10,19,Basic,Annual,196,12,1,1
48799,51,Male,58,16,6,25,Standard,Quarterly,131,26,1,1
48800,35,Female,60,3,9,23,Standard,Monthly,694,23,1,2
48801,42,Female,40,15,10,28,Basic,Annual,391,18,1,1
48802,62,Female,20,3,2,26,Standard,Monthly,241,2,1,2
48803,18,Female,25,18,4,26,Basic,Annual,302,19,1,1
48804,55,Male,43,4,5,30,Standard,Monthly,244,25,1,0
48805,65,Male,48,26,8,21,Premium,Quarterly,406,18,1,2
48806,25,Female,40,30,0,26,Basic,Annual,321,5,1,1
48807,31,Female,37,30,9,26,Premium,Monthly,838,8,1,2
48808,33,Male,26,28,9,20,Basic,Quarterly,161,19,1,0
48809,42,Female,22,13,1,21,Standard,Monthly,295,7,1,2
48810,53,Female,46,18,3,21,Basic,Monthly,973,20,1,0
48811,22,Female,31,9,8,25,Standard,Quarterly,127,8,1,2
48812,63,Female,26,5,4,25,Standard,Monthly,883,30,1,2
48813,63,Male,59,5,6,11,Premium,Quarterly,615,29,1,2
48814,46,Female,31,3,7,24,Standard,Quarterly,432,7,1,2
48815,20,Male,7,1,7,15,Basic,Annual,951,30,1,1
48816,45,Male,37,6,8,25,Premium,Quarterly,589,3,1,2
48817,64,Male,18,2,10,6,Basic,Monthly,943,7,1,0
48818,24,Female,56,22,8,30,Premium,Monthly,721,20,1,2
48819,23,Female,53,24,8,19,Standard,Monthly,416,29,1,2
48820,23,Female,28,4,8,24,Premium,Quarterly,178,26,1,2
48821,54,Male,16,4,8,19,Premium,Monthly,881,3,1,2
48822,62,Female,41,3,6,19,Basic,Monthly,163,12,1,0
48823,48,Male,4,1,10,18,Standard,Annual,928,26,1,1
48824,56,Male,31,6,7,30,Standard,Annual,868,14,1,1
48825,63,Male,38,2,5,18,Standard,Quarterly,825,28,1,1
48826,31,Female,19,2,6,28,Premium,Quarterly,334,12,1,2
48827,62,Male,19,3,4,5,Standard,Quarterly,658,5,1,1
48828,62,Female,23,29,5,23,Basic,Monthly,660,10,1,0
48829,56,Male,2,5,10,1,Premium,Annual,292,20,1,1
48830,64,Female,39,7,6,26,Basic,Quarterly,691,15,1,0
48831,32,Male,38,6,9,24,Standard,Monthly,632,10,1,0
48832,58,Male,36,10,8,28,Standard,Monthly,575,18,1,0
48833,64,Female,55,5,4,10,Basic,Quarterly,303,15,1,0
48834,41,Female,13,5,10,23,Premium,Quarterly,201,2,1,2
48835,47,Female,47,7,3,30,Standard,Annual,131,22,1,1
48836,61,Female,40,20,8,27,Standard,Quarterly,745,15,1,2
48837,24,Female,39,26,4,28,Standard,Monthly,768,26,1,2
